numero,nombre,edad,teamTo,teamFrom,leagueTo,leagueFrom,totalCost, year,
196,Benjamin Corgnet,25,FC Lorient,Dijon,Ligue 1,Ligue 2,4.00.,2012,
197,Samba Diakite,23,QPR,AS Nancy,Premier League,Ligue 1,4.00.,2012,
198,Emmanuel Riviere,22,Monaco,Toulouse,Ligue 2,Ligue 1,4.00.,2012,
199,Romain Hamouma,25,Saint-Etienne,SM Caen,Ligue 1,Ligue 2,4.00.,2012,
200,Milan Badelj,23,Hamburger SV,Dinamo Zagreb,1.Bundesliga,1.HNL,4.00.,2012,
201,Francesco Acerbi,24,AC Milan,Chievo Verona,Serie A,Serie A,4.00.,2012,
202,Vladislav Ignatjev,25,Krasnodar,Loko Moscow,Premier Liga,Premier Liga,4.00.,2012,
203,Francesco Acerbi,24,Genoa,AC Milan,Serie A,Serie A,4.00.,2012,
204,David Abraham,26,TSG Hoffenheim,Getafe CF,1.Bundesliga,LaLiga,4.00.,2012,
205,Willian,25,Metalist,Coimbra-MG,Premier Liga,Brazil,4.00.,2012,
206,Geoffrey Kondogbia,19,Sevilla FC,Lens,LaLiga,Ligue 2,4.00.,2012,
207,Dorlan Pabon,24,Parma,Atl. Nacional,Serie A,Liga Aguila II,4.00.,2012,
208,Ibrahima Balde,23,Kuban Krasnodar,CA Osasuna,Premier Liga,LaLiga,4.00.,2012,
209,Sadio Diallo,21,Stade Rennais,SC Bastia,Ligue 1,Ligue 1,4.00.,2012,
210,Gabriel Silva,21,Udinese Calcio,Granada CF,Serie A,LaLiga,4.00.,2012,
211,Marcos Rojo,22,Sporting CP,Spartak Moscow,Liga NOS,Premier Liga,4.00.,2012,
212,Valentin Viola,20,Sporting CP,Racing Club,Liga NOS,Torneo Final,4.00.,2012,
213,Ismaily,23,Shakhtar D.,Braga,Premier Liga,Liga NOS,4.00.,2012,
214,Andrey Eshchenko,28,Anzhi,Loko Moscow,Premier Liga,Premier Liga,4.00.,2012,
215,Sadio Mane,20,RB Salzburg,FC Metz,Bundesliga,Championnat National,4.00.,2012,
216,Arouna Kone,28,Wigan,Levante UD,Premier League,LaLiga,3.80.,2012,
217,Ron Vlaar,27,Aston Villa,Feyenoord,Premier League,Eredivisie,3.80.,2012,
218,Bakary Sako,24,Wolves,Saint-Etienne,Championship,Ligue 1,3.80.,2012,
219,Nicola Leali,19,Juventus,Brescia,Serie A,Serie B,3.80.,2012,
220,Leon Best,25,Blackburn,Newcastle,Championship,Premier League,3.80.,2012,
221,Adrian Mariappa,25,Reading,Watford,Premier League,Championship,3.80.,2012,
222,Jack Butland,19,Stoke City,Birmingham,Premier League,Championship,3.80.,2012,
223,Alexis Rolin,23,Catania,Nacional,Serie A,Primera Division,3.80.,2012,
224,Maicon,31,Man City,Inter,Premier League,Serie A,3.75.,2012,
225,Junior Hoilett,22,QPR,Blackburn,Premier League,Championship,3.75.,2012,
226,Hasan Ali Kaldirim,22,Fenerbahce,Kayserispor,Super Lig,Super Lig,3.75.,2012,
227,Matthew Lowton,23,Aston Villa,Sheffield Utd.,Premier League,League One,3.75.,2012,
228,Michael Bradley,24,AS Roma,Chievo Verona,Serie A,Serie A,3.75.,2012,
229,Souza,23,Gremio,FC Porto,Serie A,Liga NOS,3.75.,2012,
230,Joao Pereira,28,Valencia CF,Sporting CP,LaLiga,Liga NOS,3.70.,2012,
231,Ante Vukusic,21,Pescara,Hajduk Split,Serie A,1.HNL,3.70.,2012,
232,Jires Kembo-Ekoko,24,Al-Ain FC,Stade Rennais,UAE Gulf League,Ligue 1,3.70.,2012,
233,Jonathas,23,Pescara,Brescia,Serie A,Serie B,3.70.,2012,
234,Luis Neto,24,Siena,Nacional,Serie A,Liga NOS,3.65.,2012,
235,Andrea Rossi,25,Parma,Siena,Serie A,Serie A,3.60.,2012,
236,Barreto,27,Torino,Udinese Calcio,Serie A,Serie A,3.55.,2012,
237,Nigel de Jong,27,AC Milan,Man City,Serie A,Premier League,3.50.,2012,
238,Emiliano Insua,24,Atletico Madrid,Sporting CP,LaLiga,Liga NOS,3.50.,2012,
239,Sokratis,24,Werder Bremen,Genoa,1.Bundesliga,Serie A,3.50.,2012,
240,Diego Lopez,30,Sevilla FC,Villarreal CF,LaLiga,LaLiga2,3.50.,2012,
241,Zvjezdan Misimovic,30,BJ Renhe,Dinamo Moscow,Super League,Premier Liga,3.50.,2012,
242,Fernando Gago,26,Valencia CF,Real Madrid,LaLiga,LaLiga,3.50.,2012,
243,Anthony Mounier,24,Montpellier,OGC Nice,Ligue 1,Ligue 1,3.50.,2012,
244,Paolo Guerrero,28,Corinthians,Hamburger SV,Serie A,1.Bundesliga,3.50.,2012,
245,Artjoms Rudnevs,24,Hamburger SV,Lech Poznan,1.Bundesliga,Ekstraklasa,3.50.,2012,
246,Hamit Altintop,29,Galatasaray,Real Madrid,Super Lig,LaLiga,3.50.,2012,
247,Mattia Cassani,28,Fiorentina,US Palermo,Serie A,Serie A,3.50.,2012,
248,Marquinho,26,AS Roma,Fluminense,Serie A,Serie A,3.50.,2012,
249,Eder,25,Sampdoria,AC Cesena,Serie A,Serie B,3.50.,2012,
250,Razak Boukari,25,Wolves,Stade Rennais,Championship,Ligue 1,3.50.,2012,
1,Gareth Bale,24,Real Madrid,Spurs,LaLiga,Premier League,101.00.,2013,
2,Neymar,21,FC Barcelona,Santos FC,LaLiga,Serie A,88.20.,2013,
3,Edinson Cavani,26,Paris SG,SSC Napoli,Ligue 1,Serie A,64.50.,2013,
4,Mesut Ozil,24,Arsenal,Real Madrid,Premier League,LaLiga,47.00.,2013,
5,James Rodriguez,21,Monaco,FC Porto,Ligue 1,Liga NOS,45.00.,2013,
6,Juan Mata,25,Man Utd,Chelsea,Premier League,Premier League,44.73.,2013,
7,Falcao,27,Monaco,Atletico Madrid,Ligue 1,LaLiga,43.00.,2013,
8,Fernandinho,28,Man City,Shakhtar D.,Premier League,Premier Liga,40.00.,2013,
9,Gonzalo Higuain,25,SSC Napoli,Real Madrid,Serie A,LaLiga,39.00.,2013,
10,Mario Gotze,21,Bayern Munich,Bor. Dortmund,1.Bundesliga,1.Bundesliga,37.00.,2013,
11,Willian,25,Chelsea,Anzhi,Premier League,Premier Liga,35.50.,2013,
12,Marouane Fellaini,25,Man Utd,Everton,Premier League,Premier League,32.40.,2013,
13,Asier Illarramendi,23,Real Madrid,Real Sociedad,LaLiga,LaLiga,32.00.,2013,
14,Marquinhos,19,Paris SG,AS Roma,Ligue 1,Serie A,31.40.,2013,
15,Roberto Soldado,28,Spurs,Valencia CF,Premier League,LaLiga,30.00.,2013,
16,Isco,21,Real Madrid,Malaga CF,LaLiga,LaLiga,30.00.,2013,
17,Erik Lamela,21,Spurs,AS Roma,Premier League,Serie A,30.00.,2013,
18,Henrikh Mkhitaryan,24,Bor. Dortmund,Shakhtar D.,1.Bundesliga,Premier Liga,27.50.,2013,
19,Stevan Jovetic,23,Man City,Fiorentina,Premier League,Serie A,26.00.,2013,
20,Joao Moutinho,26,Monaco,FC Porto,Ligue 1,Liga NOS,25.00.,2013,
21,Nemanja Matic,25,Chelsea,Benfica,Premier League,Liga NOS,25.00.,2013,
22,Thiago,22,Bayern Munich,FC Barcelona,1.Bundesliga,LaLiga,25.00.,2013,
23,Alvaro Negredo,27,Man City,Sevilla FC,Premier League,LaLiga,25.00.,2013,
24,Yohan Cabaye,28,Paris SG,Newcastle,Ligue 1,Premier League,25.00.,2013,
25,Bernard,20,Shakhtar D.,Atletico-MG,Premier Liga,Serie A,25.00.,2013,
26,Andre Schurrle,22,Chelsea,Bay. Leverkusen,Premier League,1.Bundesliga,22.00.,2013,
27,Kevin De Bruyne,22,VfL Wolfsburg,Chelsea,1.Bundesliga,Premier League,22.00.,2013,
28,Jesus Navas,27,Man City,Sevilla FC,Premier League,LaLiga,20.00.,2013,
29,Geoffrey Kondogbia,20,Monaco,Sevilla FC,Ligue 1,LaLiga,20.00.,2013,
30,Juan Cuadrado,25,Fiorentina,Udinese Calcio,Serie A,Serie A,20.00.,2013,
31,Paulinho,24,Spurs,Corinthians,Premier League,Serie A,19.73.,2013,
32,Aleksandr Kokorin,22,Dinamo Moscow,Anzhi,Premier Liga,Premier Liga,19.00.,2013,
33,Mamadou Sakho,23,Liverpool,Paris SG,Premier League,Ligue 1,19.00.,2013,
34,Aleksandr Kokorin,22,Anzhi,Dinamo Moscow,Premier Liga,Premier Liga,19.00.,2013,
35,Hernanes,28,Inter,Lazio,Serie A,Serie A,18.00.,2013,
36,Jose Salomon Rondon,24,Zenit S-Pb,Rubin Kazan,Premier Liga,Premier Liga,18.00.,2013,
37,Kevin Strootman,23,AS Roma,PSV Eindhoven,Serie A,Eredivisie,17.50.,2013,
38,Andy Carroll,24,West Ham,Liverpool,Premier League,Premier League,17.50.,2013,
39,Mohamed Salah,21,Chelsea,FC Basel,Premier League,Super League,16.50.,2013,
40,Luiz Gustavo,26,VfL Wolfsburg,Bayern Munich,1.Bundesliga,1.Bundesliga,16.00.,2013,
41,Wilfried Bony,24,Swansea,Vitesse,Premier League,Eredivisie,16.00.,2013,
42,Mario Gomez,28,Fiorentina,Bayern Munich,Serie A,1.Bundesliga,15.50.,2013,
43,James McCarthy,22,Everton,Wigan,Premier League,Championship,15.30.,2013,
44,Konstantinos Mitroglou,25,Fulham,Olympiacos,Premier League,Super League,15.20.,2013,
45,Daniel Osvaldo,27,Southampton,AS Roma,Premier League,Serie A,15.10.,2013,
46,Igor Denisov,29,Dinamo Moscow,Anzhi,Premier Liga,Premier Liga,15.00.,2013,
47,Igor Denisov,29,Anzhi,Zenit S-Pb,Premier Liga,Premier Liga,15.00.,2013,
48,Moubarak Boussoufa,29,Loko Moscow,Anzhi,Premier Liga,Premier Liga,15.00.,2013,
49,Angelo Ogbonna,25,Juventus,Torino,Serie A,Serie A,15.00.,2013,
50,Lucas Digne,20,Paris SG,LOSC Lille,Ligue 1,Ligue 1,15.00.,2013,
51,Fred,20,Shakhtar D.,Internacional,Premier Liga,Serie A,15.00.,2013,
52,Kurt Zouma,19,Chelsea,Saint-Etienne,Premier League,Ligue 1,14.60.,2013,
53,Victor Wanyama,22,Southampton,Celtic,Premier League,Premiership,14.50.,2013,
54,Pizzi,23,Benfica,Atletico Madrid,Liga NOS,LaLiga,14.00.,2013,
55,Christian Eriksen,21,Spurs,AFC Ajax,Premier League,Eredivisie,13.50.,2013,
56,Medhi Benatia,26,AS Roma,Udinese Calcio,Serie A,Serie A,13.50.,2013,
57,Leandro Damiao,24,Santos FC,Internacional,Serie A,Serie A,13.00.,2013,
58,Pierre-Emerick Aubameyang,24,Bor. Dortmund,Saint-Etienne,1.Bundesliga,Ligue 1,13.00.,2013,
59,Emmanuel Emenike,26,Fenerbahce,Spartak Moscow,Super Lig,Premier Liga,13.00.,2013,
60,Mauro Icardi,20,Inter,Sampdoria,Serie A,Serie A,13.00.,2013,
61,Gary Medel,26,Cardiff,Sevilla FC,Premier League,LaLiga,13.00.,2013,
62,Bojan Krkic,22,FC Barcelona,AS Roma,LaLiga,Serie A,13.00.,2013,
63,Lassana Diarra,28,Loko Moscow,Anzhi,Premier Liga,Premier Liga,12.00.,2013,
64,Raul Albiol,27,SSC Napoli,Real Madrid,Serie A,LaLiga,12.00.,2013,
65,Florian Thauvin,20,Marseille,LOSC Lille,Ligue 1,Ligue 1,12.00.,2013,
66,empty,27,El-Jaish,America,Stars League,Liga MX Clausura,11.70.,2013,
67,Christopher Samba,29,Anzhi,QPR,Premier Liga,Championship,11.60.,2013,
68,Manolo Gabbiadini,21,Sampdoria,Juventus,Serie A,Serie A,11.50.,2013,
69,Etienne Capoue,25,Spurs,Toulouse,Premier League,Ligue 1,11.00.,2013,
70,Adem Ljajic,21,AS Roma,Fiorentina,Serie A,Serie A,11.00.,2013,
71,Alessandro Matri,29,AC Milan,Juventus,Serie A,Serie A,11.00.,2013,
72,Yuri Zhirkov,30,Dinamo Moscow,Anzhi,Premier Liga,Premier Liga,11.00.,2013,
73,Dieumerci Mbokani,27,Dynamo Kyiv,RSC Anderlecht,Premier Liga,Jupiler Pro League,11.00.,2013,
74,Fernando,21,Shakhtar D.,Gremio,Premier Liga,Serie A,11.00.,2013,
75,Hector Herrera,23,FC Porto,CF Pachuca,Liga NOS,Liga MX Clausura,11.00.,2013,
76,Bruma,18,Galatasaray,Sporting CP,Super Lig,Liga NOS,11.00.,2013,
77,Iago Aspas,25,Liverpool,Celta de Vigo,Premier League,LaLiga,10.80.,2013,
78,Simon Mignolet,25,Liverpool,Sunderland,Premier League,Premier League,10.60.,2013,
79,Lacina Traore,23,Monaco,Anzhi,Ligue 1,Premier Liga,10.00.,2013,
80,Kevin-Prince Boateng,26,FC Schalke 04,AC Milan,1.Bundesliga,Serie A,10.00.,2013,
81,Younes Belhanda,23,Dynamo Kyiv,Montpellier,Premier Liga,Ligue 1,10.00.,2013,
82,Heung-Min Son,20,Bay. Leverkusen,Hamburger SV,1.Bundesliga,1.Bundesliga,10.00.,2013,
83,Christopher Samba,29,Dinamo Moscow,Anzhi,Premier Liga,Premier Liga,10.00.,2013,
84,Ricky van Wolfswinkel,24,Norwich,Sporting CP,Premier League,Liga NOS,10.00.,2013,
85,Carlos Bacca,26,Sevilla FC,Club Brugge,LaLiga,Jupiler Pro League,10.00.,2013,
86,Juan Quintero,20,FC Porto,Pescara,Liga NOS,Serie B,10.00.,2013,
87,Lazar Markovic,19,Benfica,Partizan,Liga NOS,SuperLiga,10.00.,2013,
88,Dejan Lovren,24,Southampton,Olympique Lyon,Premier League,Ligue 1,10.00.,2013,
89,Josuha Guilavogui,22,Atletico Madrid,Saint-Etienne,LaLiga,Ligue 1,10.00.,2013,
90,Jozy Altidore,23,Sunderland,AZ Alkmaar,Premier League,Eredivisie,10.00.,2013,
91,Simone Zaza,22,Sassuolo,Juventus,Serie A,Serie A,10.00.,2013,
92,Sokratis,25,Bor. Dortmund,Werder Bremen,1.Bundesliga,1.Bundesliga,9.90.,2013,
93,Yahya Al-Shehri,23,Nasr,Al-Ettifaq,Professional League,Professional League,9.80.,2013,
94,Andrea Poli,23,AC Milan,Sampdoria,Serie A,Serie A,9.70.,2013,
95,Jorginho,22,SSC Napoli,Hellas Verona,Serie A,Serie A,9.50.,2013,
96,Jose Callejon,26,SSC Napoli,Real Madrid,Serie A,LaLiga,9.50.,2013,
97,Vlad Chiriches,23,Spurs,FCS Bucharest,Premier League,Liga 1,9.50.,2013,
98,Vitinho,19,CSKA Moscow,Botafogo,Premier Liga,Serie A,9.50.,2013,
99,Dries Mertens,26,SSC Napoli,PSV Eindhoven,Serie A,Eredivisie,9.48.,2013,
100,Marco van Ginkel,20,Chelsea,Vitesse,Premier League,Eredivisie,9.40.,2013,
101,Steven Caulker,21,Cardiff,Spurs,Premier League,Premier League,9.15.,2013,
102,Carlos Tevez,29,Juventus,Man City,Serie A,Premier League,9.00.,2013,
103,Josip Ilicic,25,Fiorentina,US Palermo,Serie A,Serie B,9.00.,2013,
104,Jeremain Lens,25,Dynamo Kyiv,PSV Eindhoven,Premier Liga,Eredivisie,9.00.,2013,
105,Wellington Nem,21,Shakhtar D.,Fluminense,Premier Liga,Serie A,9.00.,2013,
106,Aleksandar Dragovic,22,Dynamo Kyiv,FC Basel,Premier Liga,Super League,9.00.,2013,
107,Dimitri Payet,26,Marseille,LOSC Lille,Ligue 1,Ligue 1,8.70.,2013,
108,Andreas Cornelius,20,Cardiff,FC Copenhagen,Premier League,Superligaen,8.70.,2013,
109,Roberto,27,Benfica,Real Zaragoza,Liga NOS,LaLiga2,8.60.,2013,
110,Abdelaziz Barrada,24,Al-Jazira,Getafe CF,UAE Gulf League,LaLiga,8.50.,2013,
111,Shane Long,27,Hull City,West Brom,Premier League,Premier League,8.50.,2013,
112,Lucas Biglia,27,Lazio,RSC Anderlecht,Serie A,Jupiler Pro League,8.40.,2013,
113,Antonio Candreva,26,Lazio,Udinese Calcio,Serie A,Serie A,8.20.,2013,
114,Nacer Chadli,23,Spurs,FC Twente,Premier League,Eredivisie,8.15.,2013,
115,Benat Etxebarria,26,Athletic Bilbao,Real Betis,LaLiga,LaLiga,8.00.,2013,
116,Cristian Ansaldi,26,Zenit S-Pb,Rubin Kazan,Premier Liga,Premier Liga,8.00.,2013,
117,Gervinho,26,AS Roma,Arsenal,Serie A,Premier League,8.00.,2013,
118,Adam Maher,19,PSV Eindhoven,AZ Alkmaar,Eredivisie,Eredivisie,8.00.,2013,
119,Denis Glushakov,26,Spartak Moscow,Loko Moscow,Premier Liga,Premier Liga,8.00.,2013,
120,Adam Szalai,25,FC Schalke 04,1.FSV Mainz 05,1.Bundesliga,1.Bundesliga,8.00.,2013,
121,Filip Djuricic,21,Benfica,Heerenveen,Liga NOS,Eredivisie,8.00.,2013,
122,Aras Ozbiliz,23,Spartak Moscow,Kuban Krasnodar,Premier Liga,Premier Liga,8.00.,2013,
123,Nilmar,29,El-Jaish,Al-Rayyan,Stars League,Stars League,8.00.,2013,
124,Dorlan Pabon,25,Valencia CF,Monterrey,LaLiga,Liga MX Clausura,8.00.,2013,
125,Luis Alberto,20,Liverpool,Sevilla FC,Premier League,LaLiga,8.00.,2013,
126,Nikica Jelavic,28,Hull City,Everton,Premier League,Premier League,7.80.,2013,
127,Duvier Riascos,27,CF Pachuca,Club Tijuana,Liga MX Clausura,Liga MX Clausura,7.60.,2013,
128,Kevin Gameiro,26,Sevilla FC,Paris SG,LaLiga,Ligue 1,7.50.,2013,
129,Alessandro Diamanti,30,GZ Evergrande,Bologna,Super League,Serie A,7.50.,2013,
130,Emanuele Giaccherini,28,Sunderland,Juventus,Premier League,Serie A,7.50.,2013,
131,Felipe Anderson,20,Lazio,Santos FC,Serie A,Serie A,7.50.,2013,
132,Saphir Taider,21,Inter,Bologna,Serie A,Serie A,7.50.,2013,
133,Walter Montillo,29,SD Luneng,Santos FC,Super League,Serie A,7.50.,2013,
134,Giannelli Imbula,20,Marseille,Guingamp,Ligue 1,Ligue 1,7.50.,2013,
135,Tiago Ilori,20,Liverpool,Sporting CP,Premier League,Liga NOS,7.50.,2013,
136,Duvan Zapata,22,SSC Napoli,Estudiantes,Serie A,Torneo Final,7.47.,2013,
137,Michael Bradley,26,Toronto FC,AS Roma,MLS,Serie A,7.40.,2013,
138,Jermain Defoe,31,Toronto FC,Spurs,MLS,Premier League,7.30.,2013,
139,Alper Potuk,22,Fenerbahce,Eskisehirspor,Super Lig,Super Lig,7.25.,2013,
140,Lisandro Lopez,30,Al-Gharafa,Olympique Lyon,Stars League,Ligue 1,7.20.,2013,
141,Papu Gomez,25,Metalist,Catania,Premier Liga,Serie A,7.00.,2013,
142,Toby Alderweireld,24,Atletico Madrid,AFC Ajax,LaLiga,Eredivisie,7.00.,2013,
143,Stephane Sessegnon,29,West Brom,Sunderland,Premier League,Premier League,7.00.,2013,
144,Felipe Caicedo,25,Al-Jazira,Loko Moscow,UAE Gulf League,Premier Liga,7.00.,2013,
145,Leo Baptistao,20,Atletico Madrid,Rayo Vallecano,LaLiga,LaLiga,7.00.,2013,
146,Diego Reyes,20,FC Porto,America,Liga NOS,Liga MX Clausura,7.00.,2013,
147,Vladimir Gabulov,29,Dinamo Moscow,Anzhi,Premier Liga,Premier Liga,7.00.,2013,
148,Facundo Ferreyra,22,Shakhtar D.,CA Velez,Premier Liga,Torneo Final,7.00.,2013,
149,Arouna Kone,29,Everton,Wigan,Premier League,Championship,7.00.,2013,
150,Oleg Shatov,23,Zenit S-Pb,Anzhi,Premier Liga,Premier Liga,7.00.,2013,
151,Clint Dempsey,30,Sounders FC,Spurs,MLS,Premier League,6.80.,2013,
152,Daniel Carvajal,21,Real Madrid,Bay. Leverkusen,LaLiga,1.Bundesliga,6.50.,2013,
153,Benoit Tremoulinas,27,Dynamo Kyiv,G. Bordeaux,Premier Liga,Ligue 1,6.50.,2013,
154,Tino Costa,28,Spartak Moscow,Valencia CF,Premier Liga,LaLiga,6.50.,2013,
155,Libor Kozak,24,Aston Villa,Lazio,Premier League,Serie A,6.50.,2013,
156,Diego Souza,28,Metalist,Cruzeiro,Premier Liga,Serie A,6.50.,2013,
157,Aurelien Chedjou,28,Galatasaray,LOSC Lille,Super Lig,Ligue 1,6.30.,2013,
158,Gary Hooper,25,Norwich,Celtic,Premier League,Premiership,6.30.,2013,
159,Vagner Love,29,SD Luneng,CSKA Moscow,Super League,Premier Liga,6.15.,2013,
160,Alex Telles,21,Galatasaray,Gremio,Super Lig,Serie A,6.15.,2013,
161,Jucilei,25,Al-Jazira,Anzhi,UAE Gulf League,Premier Liga,6.00.,2013,
162,Giovani dos Santos,24,Villarreal CF,RCD Mallorca,LaLiga,LaLiga2,6.00.,2013,
163,Matias Silvestre,28,Inter,US Palermo,Serie A,Serie B,6.00.,2013,
164,Cristian Zapata,26,AC Milan,Villarreal CF,Serie A,LaLiga,6.00.,2013,
165,Casemiro,21,Real Madrid,Sao Paulo,LaLiga,Serie A,6.00.,2013,
166,Thiago Neves,28,Hilal,Fluminense,Professional League,Serie A,6.00.,2013,
167,Timm Klose,25,VfL Wolfsburg,1.FC Nuremberg,1.Bundesliga,1.Bundesliga,6.00.,2013,
168,Mubarak Wakaso,23,Rubin Kazan,Espanyol,Premier Liga,LaLiga,6.00.,2013,
169,Roberto,27,Atletico Madrid,Benfica,LaLiga,Liga NOS,6.00.,2013,
170,Vicente Iborra,25,Sevilla FC,Levante UD,LaLiga,LaLiga,6.00.,2013,
171,Igor Smolnikov,25,Zenit S-Pb,Krasnodar,Premier Liga,Premier Liga,6.00.,2013,
172,Pedro Leon,26,Getafe CF,Real Madrid,LaLiga,LaLiga,6.00.,2013,
173,Rene Junior,24,GZ Evergrande,Tombense,Super League,Brazil,6.00.,2013,
174,Jonjo Shelvey,21,Swansea,Liverpool,Premier League,Premier League,5.90.,2013,
175,Victor Anichebe,25,West Brom,Everton,Premier League,Premier League,5.90.,2013,
176,Stewart Downing,29,West Ham,Liverpool,Premier League,Premier League,5.80.,2013,
177,Tom Huddlestone,26,Hull City,Spurs,Premier League,Premier League,5.80.,2013,
178,Matt Phillips,22,QPR,Blackpool,Championship,Championship,5.80.,2013,
179,Ishak Belfodil,21,Inter,Parma,Serie A,Serie A,5.75.,2013,
180,Antonio Sanabria,17,Sassuolo,FC Barcelona B,Serie A,LaLiga2,5.70.,2013,
181,Maarten Stekelenburg,30,Fulham,AS Roma,Premier League,Serie A,5.60.,2013,
182,Leroy Fer,23,Norwich,FC Twente,Premier League,Eredivisie,5.50.,2013,
183,Bruno Alves,31,Fenerbahce,Zenit S-Pb,Super Lig,Premier Liga,5.50.,2013,
184,Vladimir Weiss,24,Al-Duhail,Olympiacos,Stars League,Super League,5.30.,2013,
185,Dwight Gayle,22,Crystal Palace,Peterborough,Premier League,League One,5.30.,2013,
186,Jeremy Toulalan,29,Monaco,Malaga CF,Ligue 1,LaLiga,5.00.,2013,
187,Marko Devic,30,Rubin Kazan,Metalist,Premier Liga,Premier Liga,5.00.,2013,
188,Raffael,28,Bor. M'gladbach,Dynamo Kyiv,1.Bundesliga,Premier Liga,5.00.,2013,
189,Lorenzo Melgarejo,23,Kuban Krasnodar,Benfica,Premier Liga,Liga NOS,5.00.,2013,
190,Andreas Granqvist,28,Krasnodar,Genoa,Premier Liga,Serie A,5.00.,2013,
191,Franck Tabanou,24,Saint-Etienne,Toulouse,Ligue 1,Ligue 1,5.00.,2013,
192,Benjamin Corgnet,26,Saint-Etienne,FC Lorient,Ligue 1,Ligue 1,5.00.,2013,
193,Tomas Pina,25,Villarreal CF,RCD Mallorca,LaLiga,LaLiga2,5.00.,2013,
194,Rafael,23,SSC Napoli,Santos FC,Serie A,Serie A,5.00.,2013,
195,Aleksey Ionov,24,Dinamo Moscow,Anzhi,Premier Liga,Premier Liga,5.00.,2013,
196,Aleksey Ionov,24,Anzhi,Kuban Krasnodar,Premier Liga,Premier Liga,5.00.,2013,
197,Ja-Cheol Koo,24,1.FSV Mainz 05,VfL Wolfsburg,1.Bundesliga,1.Bundesliga,5.00.,2013,
198,Pavel Mamaev,25,Krasnodar,CSKA Moscow,Premier Liga,Premier Liga,5.00.,2013,
199,Martin Demichelis,32,Man City,Atletico Madrid,Premier League,LaLiga,5.00.,2013,
200,Paul-Georges Ntep,21,Stade Rennais,AJ Auxerre,Ligue 1,Ligue 2,5.00.,2013,
201,Aleksandar Mitrovic,18,RSC Anderlecht,Partizan,Jupiler Pro League,SuperLiga,5.00.,2013,
202,Faouzi Ghoulam,23,SSC Napoli,Saint-Etienne,Serie A,Ligue 1,5.00.,2013,
203,Chris Mavinga,22,Rubin Kazan,Stade Rennais,Premier Liga,Ligue 1,5.00.,2013,
204,Rodrigo Moledo,25,Metalist,Internacional,Premier Liga,Serie A,5.00.,2013,
205,Raman Chibsah,20,Sassuolo,Parma,Serie A,Serie A,5.00.,2013,
206,Emre Can,19,Bay. Leverkusen,Bayern Munich,1.Bundesliga,1.Bundesliga,5.00.,2013,
207,Myeong-ju Lee,24,Al-Ain FC,Pohang Steelers,UAE Gulf League,Korean FA Cup,5.00.,2013,
208,Aloisio,25,SD Luneng,Sao Paulo,Super League,Serie A,5.00.,2013,
209,Tin Jedvaj,17,AS Roma,Dinamo Zagreb,Serie A,1.HNL,5.00.,2013,
210,Anthony Martial,17,Monaco,Olymp. Lyon B,Ligue 1,France,5.00.,2013,
211,Sime Vrsaljko,21,Genoa,Dinamo Zagreb,Serie A,1.HNL,4.88.,2013,
212,Dorlan Pabon,25,Monterrey,Parma,Liga MX Clausura,Serie A,4.83.,2013,
213,Riccardo Saponara,21,AC Milan,FC Empoli,Serie A,Serie B,4.80.,2013,
214,Federico Peluso,29,Juventus,Atalanta,Serie A,Serie A,4.80.,2013,
215,Teofilo Gutierrez,28,River Plate,CD Cruz Azul,Torneo Final,Liga MX Clausura,4.80.,2013,
216,Jores Okore,20,Aston Villa,Nordsjaelland,Premier League,Superligaen,4.70.,2013,
217,Charlie Austin,24,QPR,Burnley,Championship,Championship,4.65.,2013,
218,Aldo de Nigris,29,Guadalajara,Monterrey,Liga MX Clausura,Liga MX Clausura,4.60.,2013,
219,Mattia Destro,22,AS Roma,Genoa,Serie A,Serie A,4.50.,2013,
220,Scott Parker,32,Fulham,Spurs,Premier League,Premier League,4.50.,2013,
221,Mevlut Erdinc,26,Saint-Etienne,Stade Rennais,Ligue 1,Ligue 1,4.50.,2013,
222,Domenico Berardi,19,Juventus,Sassuolo,Serie A,Serie A,4.50.,2013,
223,Ilombe Mboyo,26,KRC Genk,KAA Gent,Jupiler Pro League,Jupiler Pro League,4.50.,2013,
224,Michal Kadlec,28,Fenerbahce,Bay. Leverkusen,Super Lig,1.Bundesliga,4.50.,2013,
225,Daniel Caligiuri,25,VfL Wolfsburg,SC Freiburg,1.Bundesliga,1.Bundesliga,4.50.,2013,
226,Luca Marrone,23,Sassuolo,Juventus,Serie A,Serie A,4.50.,2013,
227,Ljubomir Fejsa,25,Benfica,Olympiacos,Liga NOS,Super League,4.50.,2013,
228,Ante Rebic,19,Fiorentina,RNK Split,Serie A,1.HNL,4.50.,2013,
229,Long Zheng,25,GZ Evergrande,QD Jonoon,Super League,Super League,4.50.,2013,
230,Angelino,16,Man City U18,Depor Jugend,England,Spain,4.50.,2013,
231,Ignacio Scocco,28,Internacional,Al-Ain FC,Serie A,UAE Gulf League,4.25.,2013,
232,Ragnar Sigurdsson,27,Krasnodar,FC Copenhagen,Premier Liga,Superligaen,4.25.,2013,
233,Luca Cigarini,27,Atalanta,SSC Napoli,Serie A,Serie A,4.20.,2013,
234,Pablo Armero,26,SSC Napoli,Udinese Calcio,Serie A,Serie A,4.00.,2013,
235,Serdar Tasci,26,Spartak Moscow,VfB Stuttgart,Premier Liga,1.Bundesliga,4.00.,2013,
